go_term,number_of_genes,statistic,p_value
GO:0002053,9,-0.9643942635751244,0.33484829712614594
GO:0008234,156,-0.9642666078253678,0.3349122776830298
GO:0060907,8,-0.9641587579474844,0.3349663377532053
GO:0018812,9,0.9636485910437101,0.335222136613637
GO:2000646,5,-0.9635074387629747,0.33529293290834516
GO:0043273,8,-0.9634808470612496,0.33530627131200363
GO:0016849,18,0.9630458237252107,0.33552452764159124
GO:1902462,7,-0.9628663139617424,0.33561461645965107
GO:0019897,9,0.962556713408425,0.3357700292664989
GO:0002407,16,-0.962514580820212,0.3357911824987607
GO:0006836,64,0.9623584219232556,0.33586959165401853
GO:0097421,26,-0.9622285316326513,0.3359348200212994
GO:0120212,22,-0.962085569156509,0.3360066224099565
GO:0035360,10,-0.96198366029055,0.33605781180027705
GO:0016078,5,-0.9610422202345468,0.33653093970086834
GO:0043395,20,-0.9608154291309712,0.33664497931602055
GO:0006704,7,0.9607827759787599,0.3366614006704336
GO:0060964,8,-0.9599500611954431,0.3370803491712797
GO:0050915,9,0.9595473921209319,0.33728305684438176
GO:0031100,23,-0.959526825838311,0.3372934122212031
GO:0045182,19,-0.9594595646820566,0.33732728046954663
GO:0010647,5,-0.9593272856060752,0.33739389379756757
GO:0030136,82,-0.9589593787184084,0.33757920944334885
GO:0009308,7,-0.9585482569825179,0.3377863698843163
GO:0007271,24,0.9584187186818138,0.337851659953499
GO:0038001,7,-0.9579443329294796,0.33809082970152127
GO:0004303,18,-0.957414747745591,0.33835795761585696
GO:0007341,5,0.956897794882407,0.33861884433300593
GO:0005324,17,0.9564408954394906,0.33884953180466404
GO:0071376,5,-0.9563618778110097,0.3388894378495798
GO:0005225,5,-0.9560045997634113,0.33906991059604874
GO:0030968,54,-0.9558734369480073,0.3391361806659602
GO:1902036,10,-0.9555916583456633,0.33927857752768276
GO:0061459,12,-0.9551750092922395,0.3394892014655666
GO:0032263,6,-0.9549745330699976,0.3395905758444342
GO:1901799,12,0.9541832546826977,0.33999088937322663
GO:0003746,23,-0.9541117948706357,0.3400270563016009
GO:0044209,6,0.9540939213079453,0.34003610277671636
GO:0140803,6,0.9537351535530352,0.34021772111292836
GO:0032905,7,0.9533545101263878,0.3404104814850937
GO:0051151,8,0.9533404300546536,0.34041761306926366
GO:1904580,7,-0.953324313923736,0.340425776038929
GO:0001727,6,-0.9515825470235741,0.3413087363076902
GO:0051412,12,-0.9514155674002553,0.3413934608409186
GO:0072318,6,-0.9501474760039335,0.3420373226374631
GO:0014701,11,-0.9492166641850545,0.3425104278287914
GO:0099513,8,-0.9489622555810536,0.3426398092631957
GO:0009636,65,0.9486314396944626,0.3428080949252217
GO:1902455,21,-0.9481151884037474,0.34307081689379537
GO:0001586,6,0.9474077949664375,0.34343102060007846
GO:0045765,37,0.9468763411184082,0.34370179498825526
GO:0016712,40,0.9465586018375807,0.3438637474484225
GO:0030346,8,-0.9457139325845118,0.3442945142415439
GO:0007286,80,-0.9456668466976701,0.34431853736405515
GO:0009743,7,0.9456544784501485,0.3443248477958706
GO:0050764,9,-0.9453796140240615,0.34446510604846725
GO:0010810,9,0.9452198270530442,0.3445466591502233
GO:0048667,7,-0.9451411430050659,0.3445868229470541
GO:0004559,9,-0.9448203596255008,0.3447505957962792
GO:0006686,13,0.9444595519443489,0.3449348619870112
GO:0046785,17,-0.9439997029590499,0.345169800068048
GO:0030904,21,0.9438780943203983,0.3452319473034102
GO:1903427,21,-0.943424742690081,0.34546369231907503
GO:0048169,11,0.9430738804735737,0.34564311468556796
GO:0018026,7,-0.9429368202114757,0.34571322008391614
GO:0060537,7,-0.9429066240088239,0.34572866645565425
GO:0032593,8,0.9418724375625144,0.3462579530137384
GO:0060088,9,-0.9416246202051541,0.34638486013799064
GO:0006259,52,-0.9414262459886632,0.3464864688018574
GO:0010543,6,0.9413087431329645,0.34654666353772856
GO:0016174,13,0.9412685856253985,0.3465672370797699
GO:0006105,5,-0.9412132885928436,0.3465955681939791
GO:1990418,6,0.9412108973816253,0.3465967933504521
GO:0045657,10,0.9398264045369307,0.3473066124485661
GO:0070836,7,0.9395246493118089,0.3474614427634941
GO:0007584,55,0.9392109561142341,0.34762244498176276
GO:0070634,5,-0.9391768037215336,0.3476399764723035
GO:0035651,22,0.9388997055799604,0.3477822403988715
GO:0018146,16,-0.9379253754703244,0.34828276150219295
GO:0051591,33,0.9377617731186465,0.34836685019940317
GO:0002385,6,0.9375579893316308,0.34847160948340195
GO:0051146,7,0.9374411113288266,0.3485317020784582
GO:0090671,7,-0.9372297379102631,0.3486403960272332
GO:0099091,5,0.9369974076311842,0.3487598914059681
GO:0031726,6,0.9368078385713641,0.34885741250690816
GO:0016624,7,0.9366258138572248,0.3489510688267986
GO:0071918,8,-0.9365903819072681,0.34896930131806914
GO:0030315,48,-0.9363399781753932,0.3490981707418652
GO:0140672,14,-0.9360378416322753,0.349253704508076
GO:0036312,11,-0.9358229867592376,0.3493643342058398
GO:0030516,10,-0.9357587669356391,0.3493974055875191
GO:0040014,8,0.9355170230040629,0.34952191465491667
GO:0051536,73,0.9355114615749489,0.3495247793740417
GO:0006207,9,-0.9354461906591505,0.34955840185346587
GO:0010526,18,0.9353047704878196,0.34963125752633106
GO:0047555,23,-0.9351841789343922,0.3496933904970482
GO:0008360,117,0.9351078720546615,0.34973271008059736
GO:0032897,16,-0.9349491028487702,0.34981453003240504
GO:0098809,6,0.9347856930436885,0.3498987541496724
GO:0035418,19,-0.933997893423514,0.350304979640212
GO:0030501,39,0.9338938821649785,0.3503586349446345
GO:0030258,6,0.9338724660311899,0.35036968333014074
GO:0051620,7,-0.9335759973893809,0.3505226514645866
GO:0035173,7,0.933515604984077,0.3505538171643312
GO:0048168,22,0.9332608217858107,0.3506853182160199
GO:0030627,55,0.9332126901987496,0.35071016384605136
GO:0032394,5,-0.932960165693324,0.35084053583284347
GO:0120044,7,0.9327606999177791,0.35094353666053657
GO:1902532,22,0.9316253751264804,0.3515301645850548
GO:0043378,5,-0.9316025091124506,0.3515419859452781
GO:0045651,14,0.931553572287168,0.35156728634034007
GO:0010666,16,-0.9310539809615013,0.3518256416222588
GO:1903347,7,-0.9306469657321448,0.35203621158192766
GO:0019958,5,-0.9301376691172977,0.3522998093408902
GO:0050966,10,0.9299731209064728,0.35238500161331643
GO:0031929,19,0.9297084542050122,0.35252205602408837
GO:0070273,31,0.9288789434243472,0.3529518265305206
GO:0007281,23,-0.928786111575662,0.3529999434317924
GO:0001701,38,-0.9285239792050024,0.35313583511997315
GO:0007260,5,0.9281369120507474,0.35333655456588187
GO:0061754,5,0.9275295393698304,0.35365166210429844
GO:0008535,9,0.9274568421082837,0.3536893896526784
GO:0045008,8,-0.9268736592045689,0.35399213493816106
GO:0008219,7,0.9266610669820914,0.35410253775593037
GO:0070974,5,-0.9256716935223195,0.35461662265929916
GO:0030235,9,0.9252997179995497,0.3548100254096268
GO:0060228,6,0.9250337331602211,0.3549483608169326
GO:0008093,23,-0.9250039207151628,0.354963868020434
GO:0030023,10,-0.9248696252824921,0.35503372826392365
GO:0106256,7,0.924215174567286,0.35537429653271424
GO:0019898,19,-0.9238792162926893,0.355549205212247
GO:0060628,7,-0.922735560637342,0.3561450293177897
GO:0019373,18,0.922630141276167,0.3561999825850112
GO:0032432,10,-0.9224189367897885,0.3563100958676948
GO:0004659,17,0.9221210326936019,0.35646544721278595
GO:0010165,11,0.9220920584629864,0.35648055900291087
GO:0036156,7,-0.9204406492357962,0.3573425346876119
GO:0001947,41,-0.9197393327429426,0.3577089931288445
GO:0046085,5,0.9194907832988697,0.357838924255531
GO:0097746,32,-0.9187105859210748,0.35824697132957994
GO:0045064,5,-0.918597588179874,0.35830609396248536
GO:0097006,6,0.9183802220691596,0.3584198414296257
GO:2001242,7,0.918236326442206,0.35849515435922474
GO:0006562,5,0.9180973989132365,0.3585678764991401
GO:0042130,35,0.9177414968745745,0.3587542170858846
GO:0032392,8,-0.9176088770926929,0.3588236687495715
GO:1900738,6,-0.9174343798062146,0.35891506412399055
GO:0004519,88,-0.9171705428266869,0.3590532801897647
GO:0097194,20,0.9170948966428076,0.3590929150654204
GO:0071321,7,0.9169982821334773,0.3591435403098565
GO:0043931,9,-0.9168842708593035,0.3592032870920445
GO:0097119,6,-0.9164885375432695,0.35941071673343183
GO:0045542,17,0.9163267701520882,0.35949553124029465
GO:0043232,7,-0.9162433770671794,0.3595392590759314
GO:0007276,13,-0.916228363816968,0.3595471317494968
GO:0000124,19,-0.9160885681394276,0.3596204432424729
GO:1904263,55,0.9159723913095899,0.359681375709497
GO:0043247,9,0.9148869337215867,0.360250990213384
GO:0070207,16,0.9146744940509345,0.36036253819369646
GO:0007096,11,-0.9146725393134331,0.3603635646893675
GO:0008239,8,-0.9145865243915625,0.36040873571467924
GO:0003906,12,-0.9136366359949168,0.3609078091007095
GO:0055102,7,0.9133143454099432,0.3610772397148623
GO:0098970,8,0.9120726048551084,0.3617304984619879
GO:0098820,8,-0.9116206642642852,0.3619684405314456
GO:2000510,7,-0.911170415021657,0.3622055896257007
GO:0008378,9,0.9110254152553345,0.3622819826259782
GO:0005047,8,-0.9104625665003007,0.3625786146183393
GO:2000144,8,-0.9097564093271394,0.36295098791671954
GO:0016075,17,-0.9096410826041877,0.36301182514521424
GO:1990760,6,0.9096067196990835,0.36302995352164324
GO:0033265,5,0.9091654477232801,0.36326279981060894
GO:0016328,72,-0.9086572294510393,0.36353108746973894
GO:1905653,5,-0.9085223472376033,0.36360231239635066
GO:0008486,6,-0.9078781114254253,0.3639426233070878
GO:0002732,5,0.9075219687043281,0.3641308374772704
GO:0048010,26,0.9072216562901333,0.36428959375108416
GO:0030883,5,0.9071289628519701,0.3643386036751953
GO:0048006,5,0.9071289628519701,0.3643386036751953
GO:0048007,5,0.9071289628519701,0.3643386036751953
GO:0030884,5,0.9071289628519701,0.3643386036751953
GO:0035615,21,-0.9070345560565432,0.36438852374109354
GO:0051026,5,-0.9065930457805726,0.3646220406071601
GO:0001913,5,0.9064858623662932,0.36467874452326743
GO:0042088,6,0.9062799641535527,0.3647876876080698
GO:0035020,9,-0.9056459205644175,0.3651232949738824
GO:1902176,17,0.9055715336619875,0.36516268154594955
GO:0019838,49,-0.9053712712091173,0.3652687302210075
GO:0010884,13,0.9045059944924904,0.3657271572083054
GO:0007080,53,0.9044380222278581,0.36576318438598887
GO:0030150,25,0.9044333344952012,0.36576566909541797
GO:0010951,7,0.9040139149931522,0.36598802295646005
GO:0050873,16,-0.9034086030539105,0.3663090757424412
GO:0022834,5,0.9030559931093499,0.3664961782859065
GO:0006637,26,0.9027709575444709,0.36664746793968617
GO:0098554,29,0.9027618917275381,0.3666522804844359
GO:0030620,7,-0.9025644972658601,0.3667570761378497
GO:1902807,13,0.9020906102649515,0.36700873640634035
GO:0008340,6,0.9020399815955233,0.36703562939891554
GO:0090594,6,0.9014855223379349,0.36733022805514837
GO:0070358,7,0.9009339023226564,0.3676234643066669
GO:0010868,7,-0.9005413516881815,0.36783222947916716
GO:0042805,13,0.9004286486404982,0.36789218053496464
GO:0061676,8,0.9001244254852195,0.3680540388284017
GO:0008092,71,-0.8999462148246685,0.36814887426992327
GO:0070328,38,0.8999366577659006,0.3681539605227315
GO:0004526,14,0.8996298452827137,0.3683172689253513
GO:0050953,11,0.8996166968833331,0.3683242684879663
GO:0004528,5,-0.8995546682428871,0.368357290608901
GO:0008757,48,-0.8990875812171455,0.368606012406682
GO:0032237,5,-0.8990187511714897,0.3686426729370389
GO:0007160,96,0.8989210067390775,0.36869473786037266
GO:0051593,6,-0.8980935362915115,0.3691356847237932
GO:0050790,5,-0.8966607160573412,0.3698999888265089
GO:0044829,10,0.8962698379243424,0.3701086641318081
GO:0070286,17,-0.8954170401109736,0.37056419496127524
GO:0031115,11,-0.8952083462197998,0.3706757239761934
GO:0043120,7,0.8951966238187918,0.37068198921390283
GO:0001895,14,-0.8949747466292214,0.3708005876717696
GO:0034447,5,0.894445592162232,0.3710835279625504
GO:0032935,5,0.8941597697241535,0.3712364136920354
GO:0001775,9,0.8939814716801521,0.3713318046758046
GO:0060044,13,-0.8937586426543588,0.3714510414939869
GO:0040018,12,0.8935247750758355,0.37157621063445634
GO:0006474,6,0.8928750962200906,0.37192406494838737
GO:0008091,9,-0.8928629628830308,0.3719305633607066
GO:0008046,11,0.8928235007788721,0.3719516990902576
GO:0098901,6,-0.8927772504687516,0.37197647150093494
GO:0031069,17,-0.8925295982424601,0.3721091354228727
GO:0019532,10,-0.891873757535369,0.3724606020145037
GO:0008542,24,-0.8916251270107162,0.37259389746151983
GO:0043813,6,-0.8909507964437543,0.3729555673820817
GO:0001931,14,-0.8907467212466917,0.3730650637556273
GO:0008429,16,0.8905447133339043,0.37317347053408956
GO:0010945,5,-0.8902654390053324,0.3733233741612654
GO:0005546,85,0.8896867612726594,0.3736341045580043
GO:0002052,13,-0.8896812968023665,0.3736370395566778
GO:0051057,7,0.8896405225308387,0.37365894010475653
GO:0035754,6,0.8887655746638468,0.37412908075880336
GO:0015189,6,-0.8884068069089366,0.3743219651873817
GO:0098887,7,0.888070319992939,0.3745029266399351
GO:0000828,8,-0.8879502758199191,0.374567499053577
GO:0048146,37,0.8878443796286346,0.3746244669051778
GO:0030864,57,-0.8876884743881416,0.37470834734274705
GO:0045672,25,-0.8876206424558857,0.374744846033898
GO:0042446,11,0.8873070401124834,0.3749136162923652
GO:0010698,11,-0.8854762496729832,0.375899823645795
GO:0071011,24,0.8848397462695252,0.3762430691916385
GO:0060429,11,-0.8844644970616805,0.3764455194699917
GO:0035194,14,-0.8841697928738677,0.3766045621096461
GO:0001111,9,-0.8839947859915687,0.3766990274690747
GO:0004806,20,0.8839337571667015,0.3767319730956157
GO:0043001,30,-0.8834696074710328,0.3769825965006015
GO:0099558,14,0.8833156463319425,0.37706575243787877
GO:0030215,24,-0.8831434010842275,0.3771587972075241
GO:0008494,14,0.8823760851358248,0.3775734638407451
GO:0001731,9,0.8823170227958866,0.3776053934708432
GO:0004111,6,0.8820468330718926,0.37775148167296013
GO:0006574,8,0.8813123983922031,0.3781487572664277
GO:0032024,48,0.8812401181962692,0.37818786948454797
GO:0035771,8,0.8811994132444972,0.3782098968212596
GO:1990535,13,0.8810612558435351,0.37828466608857725
GO:0017157,24,-0.8810229696026054,0.37830538779213674
GO:0008420,15,-0.880811513908981,0.37841984677650076
GO:0005024,9,-0.8796272754504282,0.3790612579700041
GO:0042270,6,0.8793397672848431,0.3792170799616088
GO:0030195,14,-0.879279803921346,0.379249583519767
GO:0038134,8,0.8792786657334986,0.3792502004989783
GO:0017154,14,0.8788740843139314,0.3794695516795983
GO:0101020,8,0.8788267251426753,0.37949523341673363
GO:0003283,7,-0.8787698895761479,0.37952605538576156
GO:1902742,8,-0.878741986281896,0.3795411879259344
GO:0016279,31,-0.8781269625854873,0.37987482235794834
GO:1902305,16,-0.8777607235500472,0.380073583174072
GO:0000209,147,-0.8773797592550209,0.3802804033165307
GO:0042795,12,-0.8770800998059904,0.380443132787033
GO:0015747,12,0.8760191530143875,0.3810196216382461
GO:0005978,16,0.8758431250824686,0.381115322150716
GO:0003887,24,-0.8752162495452401,0.3814562532979272
GO:0035377,5,-0.8741521990586512,0.382035373760496
GO:0030878,11,-0.8740819881218836,0.3820736057426296
GO:0032368,5,-0.8737234654015332,0.38226886880600075
GO:0007606,24,0.8736014594169279,0.38233533116090923
GO:0031526,61,0.8732376554088457,0.3825335542418121
GO:1903287,5,0.8730803649158564,0.38261927540054086
GO:0072582,5,-0.8730089093063367,0.3826582216154395
GO:0002429,6,-0.8725231799415497,0.3829230282733479
GO:2000329,7,0.871613389547643,0.3834193236808503
GO:0160239,6,-0.8713816461759264,0.383545803819362
GO:0008582,6,-0.8713490309254801,0.38356360651444177
GO:0006479,25,-0.8713353447486017,0.38357107712237926
GO:0051241,17,0.8711935345026388,0.3836484895749205
GO:0071987,7,-0.870496130049522,0.38402933317830235
GO:1904645,15,0.8704140761393978,0.38407415697056857
GO:0042373,8,0.8703245927778136,0.38412304291704236
GO:0016628,10,0.8699944149097881,0.38430345640440045
GO:1903292,8,-0.8699573910477697,0.384323689956786
GO:0001972,19,0.8695646504618315,0.3845383629345279
GO:0017162,8,-0.8693077264484613,0.38467883791207214
GO:0003774,83,-0.8690665749962695,0.3848107176806903
GO:0045046,6,-0.8684788888861986,0.38513222444808526
GO:0007368,37,-0.8671378647593083,0.3858664760958681
GO:0031730,7,-0.8670839591498551,0.38589600892582643
GO:0031527,18,-0.8670538696512238,0.3859124944162273
GO:0006370,8,-0.8656922017218756,0.38665897764894885
GO:0042246,20,0.8656022220899316,0.3867083366150117
GO:0032273,7,-0.8652419907880881,0.3869059825583566
GO:0070461,6,-0.8650869028397752,0.3869910927042415
GO:0002282,6,0.8650542875893288,0.38700899296113034
GO:0000506,7,0.8650004211668727,0.38703855762349815
GO:0070309,6,-0.8646302893335258,0.3872417422579717
GO:0004983,10,-0.8643603578595519,0.3873899627077452
GO:0071392,34,-0.8640951942536577,0.38753559877771315
GO:1904948,14,-0.8629656049705747,0.3881563780860344
GO:0070988,5,-0.8626478459259873,0.3883311154899085
GO:0006486,60,-0.8621765481562224,0.38859037287887166
GO:1900119,20,0.8621181584057502,0.38862249998131393
GO:0031016,16,-0.8618206862883004,0.3887861996567358
GO:0031435,17,-0.8616397838907116,0.3888857712378756
GO:0023035,10,-0.8615559617493447,0.38893191355124024
GO:0003091,27,0.8611457580953221,0.3891577700298414
GO:0010592,26,-0.8602072329204599,0.38967481833469086
GO:0016197,73,0.860162981114405,0.3896992076618132
GO:2000987,6,0.859835847517908,0.389879535729336
GO:0098894,5,-0.8597181659356816,0.38994441855220363
GO:0001568,26,-0.859455002146545,0.3900895356096673
GO:0070891,5,0.859432343497603,0.39010203185923564
GO:0006450,7,-0.8591725540550523,0.3902453231796924
GO:0046601,5,-0.8587892430119262,0.39045680337108024
GO:0007084,10,-0.8582715338725254,0.39074254414305065
GO:0031145,23,-0.8581407844896832,0.39081472913266
GO:1903426,9,0.8580826655249242,0.3908468184379932
GO:0046873,27,0.8576855503024182,0.39106612104559124
GO:0006658,7,0.8576325477198045,0.3910953968025528
GO:0048549,5,0.8567527581406161,0.3915815392977908
GO:0048853,5,0.8564669357025375,0.391739554177452
GO:0030125,10,0.8562756123166121,0.39184534755081446
GO:0032790,18,0.8561683782926277,0.39190465080497905
GO:0016562,8,-0.8561167104538087,0.3919332264314732
GO:0007131,39,-0.8559435486726814,0.39202900521213335
GO:0004930,800,0.8554671643053183,0.39229257490949054
GO:0060306,16,0.8553687664442601,0.39234702898885965
GO:0001682,13,0.8552232924553671,0.39242754373087285
GO:0090315,6,0.8551718667040757,0.39245600847411266
GO:0031509,10,-0.8547091928676676,0.3927121600439769
GO:0030522,42,-0.8539411640110188,0.39313758994592396
GO:0015252,11,-0.8537505785042766,0.39324320312962835
GO:0044284,8,0.8536592834912073,0.39329380045706286
GO:0061889,6,0.8533780279295249,0.3934497021019362
